,title,text,abstract,url
7707,MicroRNA-195 reverses the resistance to temozolomide through targeting cyclin E1 in glioma cells,"Glioma is the most common malignant tumor of the central nervous system, with a high recurrence rate, a high disability rate, and a high mortality rate. In highgrade glioma [glioblastoma (GBM)], the median survival is only 12-15 months and the 5-year survival rate is less than 3%   . Chemotherapy is the most common method for the treatment of glioma and it can kill residual tumor cells, prevent tumor recurrence, and prolong the survival time of patients with glioma. Oral alkylating agent temozolomide (TMZ) is the best first-line chemotherapy drug for the treatment of primary and recurrent glioma  , which plays an antitumor role depending on its ability to alkylate/methylate DNA, through acting on the cell cycle G1/S and interference DNA replication, to induce apoptosis and death of tumor cells. Like other chemotherapy drugs, some glioma patients are resistant to TMZ already at diagnosis (primary resistance), whereas others may develop TMZ resistance during treatment (acquired resistance). TMZ resistance leads to increased drug doses and adverse reactions, prolonging the chemotherapy cycle, and also adversely affects the survival and the quality of life of patients with gliomas. Therefore, TMZ resistance is a major obstacle toward achievement of better survival in the treatment of this disease. It is very important to elucidate the underlying molecular mechanism of TMZ resistance to improve the clinical benefit and the survival of glioma patients.","Glioma is the most common malignant tumor of the central nervous system with poor survival. Temozolomide (TMZ) is the first-line chemotherapy drug for initial and recurrent glioma treatment with a relatively good efficacy, which exerts its antitumor effects mainly through cell death induced by DNA double-strand breaks in the G1 and S phases. However, endogenous or acquired resistance to TMZ limits glioma patients' clinical outcome and is also an important cause of glioma replase. MicroRNA-195 (miR-195) plays an important role in the regulation of G1-phase/S-phase transition, DNA damage repair, and apoptosis of tumor cells. We found that miR-195 expression was significantly decreased in TMZ-resistant glioma cells induced with TMZ and correlated to the resistance index negatively. Also, the exogenous expression of miR-195 reversed TMZ resistance and induced the apoptosis of TMZ-resistant glioblastoma cells. Further bioinformatics analysis showed cyclin E1 (CCNE1) was a potential target gene of miR-195. Knockdown of CCNE1 partially reversed the effect of decreased miR-195 on TMZ resistance. The data from The Cancer Genome Atlas - Cancer Genome further suggested that hsa-miR-195 could negatively regulate the expression of CCNE1 in glioma. In conclusion, miR-195 reverses the resistance to TMZ by targeting CCNE1 in glioma cells and it could act as a potential target for treatment in glioma with TMZ resistance. Copyright (c) 2018 Wolters Kluwer Health, Inc. All rights reserved.",https//www.ncbi.nlm.nih.gov/pmc/articles/PMC6287895/pdf/cad-30-81.pdf
7737,Pharmacokinetic profile of temsirolimus with concomitant administration of cytochrome p450-inducing medications,"C ytochrome P450 (CYP) isoenzymes play a major role in the detoxification and biotransformation processes. Among these, the CYP3A4 isoenzyme catalyzes the metabolism of a wide variety of therapeutic agents.  2 Drugs that induce CYP3A activity include rifampin and agents such as carbamazepine, phenytoin, and phenobarbital/primidone.    Coadministration of CYP3A inducers with other therapeutic agents that are substrates for CYP3A may decrease circulating substrate concentrations and result in suboptimal efficacy.     Temsirolimus (CCI-779) is a novel selective inhibitor of the mammalian target of rapamycin (mTOR), which regulates cell growth and proliferation by controlling translation of cell cycle regulatory proteins.  6 In addition, mTOR upregulates expression of hypoxia-inducible factor (HIF) and HIF target genes, including the proangiogenesis factor vascular endothelial growth factor.  8 Temsirolimus is in clinical development for the treatment of various malignancies, including renal cell carcinoma and mantle cell lymphoma.       Pharmacokinetic (PK) profiles of temsirolimus in cancer patients are established.     Various rapamycin analogs, including tacrolimus and everolimus, exhibit CYP3A-mediated drug interactions.    In vitro metabolism studies in human liver microsomes indicate that sirolimus is an equally potent metabolite of temsirolimus and is present in the circulation to an appreciable amount relative to the parent drug.     Both temsirolimus and sirolimus are metabolized by the CYP3A isoenzymes. Chemical structures of temsirolimus and sirolimus are shown in Figure 1 . Because temsirolimus and sirolimus are both substrates for CYP3A, the potential exists for clinically significant metabolic drug interactions with coadministered CYP3A inducers. A phase I PK study of temsirolimus in patients with recurrent malignant glioma who were taking enzyme inducers provided initial clinical evidence suggesting the potential for drug interaction. 22 We investigated the effect of concomitant CYP3A inducers on the PK parameters of temsirolimus and sirolimus in 2 separate studies. The first study explored and compared the pharmacokinetics of intravenous (IV) temsirolimus in patients with advanced solid tumors who were taking enzyme inducers and those who were not taking enzyme inducers. The second study, conducted in healthy adults, defined the effect of rifampin coadministration on temsirolimus PK profiles after a single IV or oral dose of temsirolimus.","Temsirolimus is a novel inhibitor of the mammalian target of rapamycin, with antitumor activity in advanced tumors. Because temsirolimus and its metabolite, sirolimus, are cytochrome P450 (CYP) 3A4/5 substrates, the potential exists for interaction with drugs that induce CYP3A activity, including enzyme inducers and rifampin. Cancer patients received once-weekly intravenous (IV) 220 mg/m(2) temsirolimus with or without enzyme inducers. Coadministration with enzyme inducers decreased temsirolimus maximum plasma concentration (C-max) by 36% and increased volume of distribution by 99%. Sirolimus C-max and area under the concentration-time curve (AUC) were decreased by 67% and 43%, respectively. In healthy adult subjects, coadministration of 25-mg intravenous temsirolimus with rifampin had no significant effect on temsirolimus C-max and AUC but decreased sirolimus Cm and AUC by 65% and 56%, respectively. Rifampin decreased AUC(sum) by 41%. Temsirolimus was well tolerated in both studies. If concomitant agents with CYP3A induction potential are used, higher temsirolimus doses may be needed to achieve adequate tumor tissue drug levels.",https//accp1.onlinelibrary.wiley.com/doi/pdfdirect/10.1177/0091270007306957?download=true
7773,Study of resistance to chemotherapy mediated by ABC transporters in biopsies of glioblastoma multiforme,"as neoplasias son una de las enfermedades más frecuentes en el mundo y corresponden a la segunda causa de muerte en chile, después de las enfermedades del sistema circulatorio según el Instituto Nacional de Estadisticas de chile (Principales causas de muerte en chile por regiones        . La tasa de incidencia de los tumores cerebrales malignos y benignos del sistema nervioso central (SNc) en Estados Unidos de Norteamérica (EEUU) es de alrededor  casos por 00.000 personas/año (, por 00.000 persona/año para benigno y ,8 por 00.000 persona/año para malignos). La mortalidad por tumores cerebrales representa el ,% de las muertes por cáncer en EEUU; en niños es la segunda causa específica de muerte, después de las neoplasias hematológicas  . En chile, la tasa de mortalidad por cáncer es de 9, por 00.000 representando el 3% de todas las muertes; en tanto, la tasa de mortalidad por cáncer cerebral varía de  a  por 00.000 con proyección al ascenso  . La incidencia de los tumores primarios de cerebro ha tenido un notorio incremento en las últimas décadas, esta tendencia seguirá aumentando, pronosticándose que cada año aproximadamente a .000 personas se les diagnosticará cáncer cerebral a nivel mundial   , siendo el pronóstico de vida de estos pacientes inferior a  meses   ."," Mortality rate is dramatically high in high-grade brain tumors. The presence of multiple drug resistance transporters in glioblastoma multiforme, has contributed largely to the poor efficacy of targeted therapy against cancer in the central nervous system. Aim To analyze the percentage of survival and mortality of patients with glioblastoma multiforme in a cohort of patients in Chile and to correlate the chemo-resistance of these cells with the expression level of multiple drug resistance transporters. Materials and s Eighteen biopsies of glioblastoma multiforme were obtained from patients at the Institute of Neurosurgery Dr. Asenjo (INCA). The tumor cells were obtained from primary cultures and the expression and activity of multiple drug resistance transporters was assessed by RT-PCR and immunohistochemistry. Population-based study was performed using the databases of the Department of Neurosurgery of INCA.  The number of patients with glioblastoma multiforme increased between 2007 and 2009, from 3.5% to 7.9% of total brain tumors. Mortality of these tumors is 90 % at three years. A high expression and activity of the multiple drugs resistance associated protein 1 (Mrp1) transporter was observed in primary cultures of biopsies.  We propose that Mrp1 activity is responsible for the chemo-resistance of the glioblastoma multiforme and inhibition of this transporter could represent a plausible strategy for the treatment. (Rev Med Chile 2011; 139 415-424).",https//scielo.conicyt.cl/pdf/rmc/v139n4/art01.pdf
7795,Advances in epigenetic glioblastoma therapy,"Glioblastoma multiforme (GBM) is an aggressive, highly invasive, vascularized brain tumor  . Despite multimodal treatment, prognosis is unfortunately very poor; less than 5% of patients surviving at 5 years following initial diagnosis. Standard regimen includes maximum safe surgical resection followed by chemoradiation therapy  . Genetics, epigenetics, bacterial infection, and many other factors influence GBM oncogenesis, but the molecular mechanism underlying gliomagenesis is poorly understood   . Conventional chemotherapy has limited efficacy in GBM due to poor blood-brain barrier (BBB) penetration, intratumor heterogeneity, intrinsic GBM resistance, and nonspecific toxicity   . Based on successful preclinical studies, many clinical trials have tested the efficacy of novel therapies, but improved survival for patients with GBM has been limitedly achieved over the past few decades  . Therefore, further work is urgently required to discover novel therapeutic targets and develop more effective combination strategies for GBM treatment.","Glioblastoma multiforme (GBM) is the most lethal primary brain tumor in adults despite contemporary gold-standard first-line treatment strategies. This type of tumor recurs in virtually all patients and no commonly accepted standard treatment exists for the recurrent disease. Therefore, advances in all scientific and clinical aspects of GBM are urgently needed. Epigenetic mechanisms are one of the major factors contributing to the pathogenesis of cancers, including glioblastoma. Epigenetic modulators that regulate gene expression by altering the epigenome and non-histone proteins are being exploited as therapeutic drug targets. Over the last decade, numerous preclinical and clinical studies on histone deacetylase (HDAC) inhibitors have shown promising results in various cancers. This article provides an overview of the anticancer mechanisms of HDAC inhibitors and the role of HDAC isoforms in GBM. We also summarize current knowledge on HDAC inhibitors on the basis of preclinical studies and emerging clinical data.",https//www.oncotarget.com/article/14612/pdf/
7821,Development of targeted therapies in treatment of glioblastoma,"drugs from entering the CNS    . The BBTB starts to form at the later stage of glioma and resides among the brain tumor cells and microvessels    , both of which limit the penetration of conventional intravenous or oral drugs into the tumor tissue.","Glioblastoma (GBM) is a type of tumor that is highly lethal despite maximal therapy. Standard therapeutic approaches provide modest improvement in progression-free and overall survival, necessitating the investigation of novel therapies. Oncologic therapy has recently experienced a rapid evolution toward ""targeted therapy"", with drugs directed against specific targets which play essential roles in the proliferation, survival, and invasiveness of GBM cells, including numerous molecules involved in signal transduction pathways. Inhibitors of these molecules have already entered or are undergoing clinical trials. However, significant challenges in their development remain because several preclinical and clinical studies present conflicting results. In this article, we will provide an up-to-date review of the current targeted therapies in GBM.",http//www.cancerbiomed.org/index.php/cocr/article/download/874/929
7858,Targeted Doxorubicin Delivery to Brain Tumors via Minicells Proof of Principle Using Dogs with Spontaneously Occurring Tumors as a Model,"tumor responses characterized by remission in three dogs for more than two years. The median overall survival was 264 days (range 49 to 973). No adverse clinical, hematological or biochemical effects were observed with repeated administration of EGFR minicells Dox (30 to 98 doses administered in 10 of the 17 dogs).","Cytotoxic chemotherapy can be very effective for the treatment of cancer but toxicity on normal tissues often limits patient tolerance and often causes long-term adverse effects. The objective of this study was to assist in the preclinical development of using modified, non-living bacterially-derived minicells to deliver the potent chemotherapeutic doxorubicin via epidermal growth factor receptor (EGFR) targeting. Specifically, this study sought to evaluate the safety and efficacy of EGFR targeted, doxorubicin loaded minicells (designated (EGFR)minicells(Dox)) to deliver doxorubicin to spontaneous brain tumors in 17 companion dogs; a comparative oncology model of human brain cancers.ology/Principle Findings(EGFR)minicells(Dox) were administered weekly via intravenous injection to 17 dogs with late-stage brain cancers. Biodistribution was assessed using single-photon emission computed tomography (SPECT) and magnetic resonance imaging (MRI). Anti-tumor response was determined using MRI, and blood samples were subject to toxicology (hematology, biochemistry) and inflammatory marker analysis. Targeted, doxorubicin-loaded minicells rapidly localized to the core of brain tumors. Complete resolution or marked tumor regression (>90% reduction in tumor volume) were observed in 23.53% of the cohort, with lasting anti-tumor responses characterized by remission in three dogs for more than two years. The median overall survival was 264 days (range 49 to 973). No adverse clinical, hematological or biochemical effects were observed with repeated administration of (EGFR)minicells(Dox) (30 to 98 doses administered in 10 of the 17 dogs)./SignificanceTargeted minicells loaded with doxorubicin were safely administered to dogs with late stage brain cancer and clinical activity was observed. These findings demonstrate the strong potential for clinical applications of targeted, doxorubicin-loaded minicells for the effective treatment of patients with brain cancer. On this basis, we have designed a Phase 1 clinical study of EGFR-targeted, doxorubicin-loaded minicells for effective treatment of human patients with recurrent glioblastoma.",https//storage.googleapis.com/plos-corpus-prod/10.1371/journal.pone.0151832/1/pone.0151832.pdf?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=wombat-sa%40plos-prod.iam.gserviceaccount.com%2F20210302%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20210302T015754Z&X-Goog-Expires=3600&X-Goog-SignedHeaders=host&X-Goog-Signature=7bad328959a827b1c1b15d2985a348fd793e14d2abc20d33ac94e2682d13c2b3d410d672385f19c69f6ee967ba3289b8d488f472980c7ac5b5ad4b34ea7ec12179b015e17d139e252da6ae94e33b293628612a7354b459f5b0b6ac4319daa732e3f3dc7fb3ed89f1a9b8ecaab25d6db6dc7885e1c995b9de9bb0901e859cb4158b2ec3200446034ca1a99c2d7350aad5d9ee707ce3d8b8cff51f47583bc504988d3c4172e38f5639e7f0ebe5bd6860010aff6fa2ef2ef33ed8e15c00c9f7a40be9153f69f8309041522c202f6feca2522ec92458f9d2f79612d888ae22cc58d20f3ac501387c3fd136d471d38297c991be0316f911c1f300516d196ae9f43818
7912,Pan-Cancer Analysis Reveals the Diverse Landscape of Novel Sense and Antisense Fusion Transcripts,"Genomic instability, a hallmark of cancer, leads to the accumulation of dynamic changes in the genome manifested as structural variants (SVs) that include quantitative (copy number variations [CNVs]), positional (translocations), or orientational (inversions) rearrangements. Fusion genes, frequently observed in cancer, are the consequences of such structural rearrangements of the genome resulting in the concatenation of two different genes or gene fragments. Fusion transcripts that originate from fusion genes are likely unique to a cancer type, which can be exploited to understand the underlying mechanisms of malignancy and can serve as effective diagnostic or prognostic markers.   These chimeras could contribute to oncogenicity by altering the expression of tumor suppressor or proto-oncogenes, or by modifying the original function of a protein resulting in an abnormal chimeric protein that stimulates tumorigenesis. Examples of established cancer-specific biomarkers include the nucleophosmin-anaplastic lymphoma tyrosine kinase (NPM-ALK) fusion transcript for the identification of NPM-ALK-positive anaplastic large cell lymphoma (ALCL), and BCR-ABL1 fusion in chronic myeloid leukemia.   Chimeric genes have also been used for molecular subtyping of cancers, leading to the development of precisely targeted interventions, including heterogeneous cancers such as prostate cancer.  Also, cancer-specific fusions can serve as ideal therapeutic targets leading to effective treatment strategies. Dasatinib, imatinib, and ponatinib are drugs that target the fusion gene BCR-ABL1 in chronic myeloid leukemia.   Although fusion transcripts in cancer resulting from chromosomal aberrations were identified more than six decades ago,   recent advances in next-generation sequencing (NGS) technologies have helped to advance this field immensely. Although fusions were initially found to be more prevalent in liquid cancers, later they were discovered to be prominent in solid tumors.   Furthermore, fusion transcripts were initially assumed to be exclusive to cancer cells, but several reports identified a large number of fusion transcripts in non-cancerous cells, 1,  suggesting that they are prevalent in normal cells as well. Another less explored area is the concept of the transcriptionally induced fusions resulting from a spin-off of transcriptional deregulation, including read-through transcription of neighboring genes or cis-splicing or trans-splicing events. [1] [1]  [1]  This notion expands the space for a large number of fusion transcripts that were earlier unexplored due to the lack of supporting evidence at the structural variation level in the genome. Finally, evidence of natural antisense transcript (NAT) expression for at least % of the annotated transcripts in the cancer genome further adds to the pool of unexplored fusions containing antisense transcripts.  The advances in NGS technologies have fueled the prospects of discovering therapeutically actionable fusion transcripts in cancer cells, leading to the development of a plethora of algorithms to detect fusions from both genomic and transcriptomic sequences.   [2] Most of the popular fusion detection algorithms rely on the alignment of NGS reads to the reference transcriptome, 2 2 but they do not compensate for the extensive perturbations in the transcriptomes resulting from structural variations prevalent in the cancer genomes. This alignment technique potentially misses several true fusion events due to poor alignment of reads from the perturbed cancer transcriptome to the reference sequences. Of the several algorithms available for identifying fusion transcripts from RNA sequencing (RNA-seq), a novel alignment-free algorithm, ChimeRScope, developed recently by our group, performed superiorly compared to other popular tools with higher specificity and sensitivity. 1 ChimeRScope employs short k-mer-based unique transcript fingerprints to serve as a reference to match with k-mers from cancer transcriptome reads and identify fusion transcripts in cancer cells that harbor frequent chromosomal abnormalities and mutations.","Gene fusions that contribute to oncogenicity can be explored for identifying cancer biomarkers and potential drug targets. To investigate the nature and distribution of fusion transcripts in cancer, we examined the transcriptome data of about 9,000 primary tumors from 33 different cancers in TCGA (The Cancer Genome Atlas) along with cell line data from CCLE (Cancer Cell Line Encyclopedia) using ChimeRScope, a novel fusion detection algorithm. We identified several fusions with sense (canonical, 39%) or antisense (non-canonical, 61%) transcripts recurrent across cancers. The majority of the recurrent non-canonical fusions found in our study are novel, unexplored, and exhibited highly variable profiles across cancers, with breast cancer and glioblastoma having the highest and lowest rates, respectively. Overall, 4,344 recurrent fusions were identified from TCGA in this study, of which 70% were novel. Additional analysis of 802 tumor-derived cell line transcriptome data across 20 cancers revealed significant variability in recurrent fusion profiles between primary tumors and corresponding cell lines. A subset of canonical and non-canonical fusions was validated by examining the structural variation evidence in whole-genome sequencing (WGS) data or by Sanger sequencing of fusion junctions. Several recurrent fusion genes identified in our study show promise for drug repurposing in basket trials and present opportunities for mechanistic studies.",https//www.ncbi.nlm.nih.gov/pmc/articles/PMC7044684/pdf/main.pdf
7971,Molecular Profiling Reclassifies Adult Astroblastoma into Known and Clinically Distinct Tumor Entities with Frequent Mitogen-Activated Protein Kinase Pathway Alterations,"course with significantly shorter overall survival (p = .021). Mitogen-activated protein kinase pathway alterations (including FGFR fusion, BRAF and NF1 mutations) were present in of 15 patients and overrepresented in the HGG-like group (3/5) compared with previously reported prevalence of these alterations in GBM and diffuse midline glioma. . We suggest that gliomas with astroblastic features include a variety of molecularly sharply defined entities. Adult ABM harboring molecular features of PXA and HGG should be reclassified. Central nervous system high-grade neuroepithelial tumors with MN1 alterations and histology of ABM appear to be uncommon in adults. Astroblastic morphology in adults should thus prompt thorough molecular investigation aiming at a clear histomolecular diagnosis and identifying actionable drug targets, especially in the mitogen-activated protein kinase pathway. The Oncologist 2019;241584-1592 Implications for Practice Astroblastoma (ABM) remains a poorly defined and controversial entity. Although meningioma 1 alterations seem to define a large subset of pediatric cases, adult cases remain molecularly poorly defined. This comprehensive molecular characterization of 1 adolescent and 14 adult ABM revealed that adult ABM histology comprises several molecularly defined entities, which explains clinical diversity and identifies actionable targets. Namely, pleomorphic xanthoastrocytoma-like ABM cases show a favorable prognosis whereas high-grade glioma (glioblastoma and diffuse midline gliome)-like ABM show significantly worse clinical courses. These results call for in-depth molecular analysis of adult gliomas with astroblastic features for diagnostic and therapeutic purposes."," Astroblastoma (ABM) is a rare glial brain tumor. Recurrent meningioma 1 (MN1) alterations have been recently identified in most pediatric cases. Adolescent and adult cases, however, remain molecularly poorly defined. Materials and s We performed clinical and molecular characterization of a retrospective cohort of 14 adult and 1 adolescent ABM.  Strikingly, we found that MN1 fusions are a rare event in this age group (1/15). Using methylation profiling and targeted sequencing, most cases were reclassified as either pleomorphic xanthoastrocytomas (PXA)-like or high-grade glioma (HGG)-like. PXA-like ABM show BRAF mutation (6/7 with V600E mutation and 1/7 with G466E mutation) and CD34 expression. Conversely, HGG-like ABM harbored specific alterations of diffuse midline glioma (2/5) or glioblastoma (GBM; 3/5). These latter patients showed an unfavorable clinical course with significantly shorter overall survival (p = .021). Mitogen-activated protein kinase pathway alterations (including FGFR fusion, BRAF and NF1 mutations) were present in 10 of 15 patients and overrepresented in the HGG-like group (3/5) compared with previously reported prevalence of these alterations in GBM and diffuse midline glioma.  We suggest that gliomas with astroblastic features include a variety of molecularly sharply defined entities. Adult ABM harboring molecular features of PXA and HGG should be reclassified. Central nervous system high-grade neuroepithelial tumors with MN1 alterations and histology of ABM appear to be uncommon in adults. Astroblastic morphology in adults should thus prompt thorough molecular investigation aiming at a clear histomolecular diagnosis and identifying actionable drug targets, especially in the mitogen-activated protein kinase pathway. Implications for Practice Astroblastoma (ABM) remains a poorly defined and controversial entity. Although meningioma 1 alterations seem to define a large subset of pediatric cases, adult cases remain molecularly poorly defined. This comprehensive molecular characterization of 1 adolescent and 14 adult ABM revealed that adult ABM histology comprises several molecularly defined entities, which explains clinical diversity and identifies actionable targets. Namely, pleomorphic xanthoastrocytoma-like ABM cases show a favorable prognosis whereas high-grade glioma (glioblastoma and diffuse midline gliome)-like ABM show significantly worse clinical courses. These results call for in-depth molecular analysis of adult gliomas with astroblastic features for diagnostic and therapeutic purposes.",https//theoncologist.onlinelibrary.wiley.com/doi/pdfdirect/10.1634/theoncologist.2019-0223?download=true
8010,Molecularly targeted therapy for malignant glioma,"A n estimated ,500 cases of primary malignant central nervous system (CNS) tumors were diagnosed in the United States in 2005.  Malignant gliomas are the most common primary CNS tumors in adults accounting for % of all primary malignant CNS tumors. Astrocytomas are the most common type of gliomas. The World Health Organization (WHO) classified astrocytomas into 4 grades according to histopathology. Malignant astrocytomas refer to WHO grade III (anaplastic astrocytoma; AA) and IV (glioblastoma multiforme; GBM). The median survival of patients with AA is 2- years and that of GBM is only 9-2 months.  Favorable prognostic factors include young age, absent or minimal neurological signs, complete surgical resection, and good performance status. The current standard treatments for malignant gliomas include surgical resection, radiation therapy, and chemotherapy. When feasible, maximal surgical resection of tumor improves survival. Until recently, radiation has been the main standard-of-care treatment with a minimal role for systemic chemotherapy. However, in a recent phase  study, Stupp et al reported that adjunctive chemotherapy (concurrent temozolomide with radiation followed by  months of monthly temozolomide) improves median survival by 2.5 months compared with radiation therapy alone.  Thus, temozolomide has become a standard adjuvant therapy for malignant gliomas. Despite this multimodality treatment, clinical recurrence or progression is nearly universal. Intracavitary carmustine wafer implantation in surgically resectable cases of recurrent GBM provided only an -week survival benefit.  Available systemic chemotherapies offer modest clinical benefit with a -month progressionfree survival (PFS) of <5% for GBM and % for AA.  The median overall survival is 25 weeks for recurrent GBM and weeks for recurrent AA.  Taken together, novel therapies for these devastating tumors remain an unmet need. In this article, we will examine the current understanding of molecular abnormalities associated with aberrant signal transduction pathways underlying malignant glioma pathogenesis and how to target these abnormalities with novel therapeutics. We regret that limited space will prevent a complete discussion of all relevant therapies and clinical trials.","Malignant gliomas are relatively uncommon but lethal cancers. Despite recent research efforts in cancer therapy, the prognosis of patients with malignant glio-* mas has remained dismal. Understanding the molecular pathogenesis of glioma may lead to a rational development of new therapies. Despite the genetic heterogeneity of malignant gliomas, common aberrations in the signaling elements of the growth and survival pathways are found. New treatments have emerged to target molecules in these signaling pathways with the goal to increase specific efficacy and minimize toxicity. Monoclonal antibodies and low molecular-weight kinase inhibitors are the most common classes of agents in targeted cancer treatment. Most clinical trials of these agents as monotherapies have failed to demonstrate survival benefit in unselected malignant glioma patient populations. Several mechanisms of treatment failure have been demonstrated. In response, multitargeted kinase inhibitors and combinations of single-targeted kinase inhibitors have been developed to overcome therapeutic resistance. In addition, multimodality combinations of targeted agents with radiation, chemotherapy, or immunotherapy/ vaccines may enhance treatment efficacy. Future development of these agents will require advances in discovery and validation of new molecular targets, improvement of therapeutic delivery, and identification of correlative biomarkers. Novel clinical trial designs and endpoints may increase the efficiency of new drug evaluation. In this review, the authors discussed the current understanding of molecular pathogenesis and the development of molecularly targeted therapies in malignant glioma.",https//acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.22741?download=true
8038,Convection-Enhanced Delivery of a First-in-Class Anti-beta 1 Integrin Antibody for the Treatment of High-Grade Glioma Utilizing Real-Time Imaging,"High-grade gliomas (HGGs) continue to be among the most formidable cancer diagnoses and highlight the unmet need for effective treatments. They include WHO Grade III gliomas (anaplastic astrocytoma, anaplastic oligodendroglioma, and malignant glioma) as well as Grade IV (glioblastoma). They are the most common and most malignant primary brain tumors and are associated with high morbidity and mortality  . Of these, glioblastoma is the most common and accounts for 48.3% of all gliomas as well as 14.6% of all primary brain tumors  . Despite standard of care therapy (which includes maximal surgical resection, radiotherapy, and chemotherapy), most of these tumors recur within 6 to 9 months and the median overall survival remains at 15 months  .","Introduction OS2966 is a first-in-class, humanized and de-immunized monoclonal antibody which targets the adhesion receptor subunit, CD29/beta 1 integrin. CD29 expression is highly upregulated in glioblastoma and has been shown to drive tumor progression, invasion, and resistance to multiple modalities of therapy. Here, we present a novel Phase I clinical trial design addressing several factors plaguing effective treatment of high-grade gliomas (HGG). Study Design This 2-part, ascending-dose, Phase I clinical trial will enroll patients with recurrent/progressive HGG requiring a clinically indicated resection. In Study Part 1, patients will undergo stereotactic tumor biopsy followed by placement of a purpose-built catheter which will be used for the intratumoral, convection-enhanced delivery (CED) of OS2966. Gadolinium contrast will be added to OS2966 before each infusion, enabling the real-time visualization of therapeutic distribution via MRI. Subsequently, patients will undergo their clinically indicated tumor resection followed by CED of OS2966 to the surrounding tumor-infiltrated brain. Matched pre- and post-infusion tumor specimens will be utilized for biomarker development and validation of target engagement by receptor occupancy. Dose escalation will be achieved using a unique concentration-based accelerated titration design. Discussion The present study design leverages multiple innovations including (1) the latest CED technology, (2) 2-part design including neoadjuvant intratumoral administration, (3) a first-in-class investigational therapeutic, and (4) concentration-based dosing. Trial registration A U.S. Food and Drug Administration (FDA) Investigational New Drug application (IND) for the above protocol is now active.",https//res.mdpi.com/d_attachment/pharmaceutics/pharmaceutics-13-00040/article_deploy/pharmaceutics-13-00040.pdf
8113,Evaluation of a bispecific biological drug designed to simultaneously target glioblastoma and its neovasculature in the brain,"creasing targeting capability. We and other investigators have examined the feasibility of targeting toxins with dual ligands.    These BLTs have increased antitumor activity as compared with their monospecific counterparts or a mixture of the two, indicating an advantage in including both ligands on the same single-chain molecule.    In the present study, we designed a unique type of BLT capable of simultaneously targeting the cancer cell and its developing neovasculature.","Object. The authors of this study aimed to genetically design a bispecific targeted toxin that would simultaneously target overexpressed markers on glioma as well as the tumor vasculature, to mutate certain amino acids to reduce the immunogenicity of this new drug. and to determine whether the drug was able to effectively reduce aggressive human brain tumors in a rat xenograft model via a novel hollow fiber (HF) catheter delivery system.s. A new bispecific ligand-directed toxin (BLT) was created in which 2 human cytokines-epidermal growth factor ([EGF], targeting overexpressed EGF receptor) and amino acid terminal fragment ([ATF], targeting urokinase plasminogen activator receptor)-were cloned onto the same single-chain molecule with truncated Pseudomonas exotoxin with a terminal lysyl-aspartyl-glutamyl-leucine (KDEL) sequence. Site-specific mutagenesis was used to mutate amino acids in 7 key epitopic toxin regions that dictate the B cell generation of neutralizing antitoxin antibodies to deimmunize the drug. now called ""EGFATFKDEL 7mut."" Bioassays were used to determine whether mutation reduced the drug's potency. and enzyme-linked immunosorbent assay studies were performed to determine whether antitoxin antibodies were decreased. Aggressive brain tumors were intracranially established in nude rats by using human U87 glioma genetically marked with a firefly luciferase reporter gene (U87-luc), and the rats were stereotactically treated with 2 intracranial injections of deimmunized EGFATFKDEL via convection-enhanced delivery (CED). Drug was administered through a novel HF; catheter to reduce drug backflow upon delivery.. In vitro. EGFATFKDEL 7mut selectively killed the human glioblastoma cell line U87-luc as well as cultured human endothelial cells in the form of the human umbilical vein endothelial cells. Deimmunization did not reduce drug activity. In vivo. when rats with brain tumors were intracranially treated with drug via CED and a novel HE catheter to reduce backflow, there were significant tumor reductions in 2 experiments (p < 0.01). Some rats survived with a tumor-free status until 130 days post-tumor inoculation. An irrelevant BLT control did not protect establishing specificity. The maximal tolerated dose of EGFATFKDEL 7mut was established at 2 mu g/injection or 8.0 mu g/kg, and data indicated that this dose was nontoxic. Antitoxin antibodies were reduced by at least 90%.. First, data indicated that the BLT framework is effective for simultaneously; targeting glioma and its neovasculatnre. Second, in the rodent CED studies, newly developed HE catheters that limit backflow are effective for drug delivery. Third, by mutating critical amino acids, the authors reduced the threat of the interference of neutralizing antibodies that are generated against the drug. The authors' experiments addressed some of the most urgent limitations in the targeted toxin field. (DOI 10.3171/2010.11.JNS101214)",https//thejns.org/downloadpdf/journals/j-neurosurg/114/6/article-p1662.pdf
